userId,movieId,ratings,timestamp,title,genres
96796,6,5.0,1372287235,Heat (1995),Action|Crime|Thriller
119935,6,3.5,1581806196,Heat (1995),Action|Crime|Thriller
184833,7,2.5,1225335457,Sabrina (1995),Comedy|Romance
37667,7,5.0,956588929,Sabrina (1995),Comedy|Romance
164252,7,2.5,1344712429,Sabrina (1995),Comedy|Romance
74991,7,4.0,1089835202,Sabrina (1995),Comedy|Romance
16136,7,5.0,941272268,Sabrina (1995),Comedy|Romance
145240,8,1.0,841499517,Tom and Huck (1995),Adventure|Children
161681,8,1.0,942947974,Tom and Huck (1995),Adventure|Children
7858,8,0.5,1421757083,Tom and Huck (1995),Adventure|Children
126322,8,5.0,833113758,Tom and Huck (1995),Adventure|Children
168578,8,4.0,968786809,Tom and Huck (1995),Adventure|Children
110494,9,2.0,850580957,Sudden Death (1995),Action
160121,9,2.0,837579577,Sudden Death (1995),Action
49777,9,4.0,1081274429,Sudden Death (1995),Action
27387,9,4.0,831866520,Sudden Death (1995),Action
10646,9,5.0,986615324,Sudden Death (1995),Action
135039,10,4.0,838975660,GoldenEye (1995),Action|Adventure|Thriller
22415,10,4.0,894421513,GoldenEye (1995),Action|Adventure|Thriller
8349,10,2.0,833099356,GoldenEye (1995),Action|Adventure|Thriller
185168,10,2.0,1236600257,GoldenEye (1995),Action|Adventure|Thriller
155155,10,4.0,945154936,GoldenEye (1995),Action|Adventure|Thriller
163339,11,1.0,1005845279,"American President, The (1995)",Comedy|Drama|Romance
22415,11,4.0,894421539,"American President, The (1995)",Comedy|Drama|Romance
64601,11,4.0,972761265,"American President, The (1995)",Comedy|Drama|Romance
97385,11,4.5,1405811317,"American President, The (1995)",Comedy|Drama|Romance
84704,11,3.5,1319752472,"American President, The (1995)",Comedy|Drama|Romance
142000,12,2.0,846464490,Dracula: Dead and Loving It (1995),Comedy|Horror
30809,12,2.5,1551670129,Dracula: Dead and Loving It (1995),Comedy|Horror
55859,12,2.0,953706794,Dracula: Dead and Loving It (1995),Comedy|Horror
7868,12,4.0,849303098,Dracula: Dead and Loving It (1995),Comedy|Horror
174515,12,1.0,946769422,Dracula: Dead and Loving It (1995),Comedy|Horror
89916,13,2.5,1407682164,Balto (1995),Adventure|Animation|Children
70804,13,4.0,1273314133,Balto (1995),Adventure|Animation|Children
25909,13,3.5,1504654238,Balto (1995),Adventure|Animation|Children
69539,13,5.0,1504370251,Balto (1995),Adventure|Animation|Children
66680,13,2.0,1356655944,Balto (1995),Adventure|Animation|Children
106592,14,4.0,849612803,Nixon (1995),Drama
185080,14,2.0,865769355,Nixon (1995),Drama
15430,14,4.0,865004549,Nixon (1995),Drama
110802,14,5.0,876384894,Nixon (1995),Drama
94922,14,4.0,938815104,Nixon (1995),Drama
48887,15,4.0,854109955,Cutthroat Island (1995),Action|Adventure|Romance
133518,15,3.5,1053851982,Cutthroat Island (1995),Action|Adventure|Romance
153992,15,4.0,1019766561,Cutthroat Island (1995),Action|Adventure|Romance
164198,15,4.0,851276137,Cutthroat Island (1995),Action|Adventure|Romance
162166,15,1.0,941317315,Cutthroat Island (1995),Action|Adventure|Romance
21961,16,4.5,1448762937,Casino (1995),Crime|Drama
132709,16,3.5,1624122872,Casino (1995),Crime|Drama
197846,16,5.0,974820091,Casino (1995),Crime|Drama
3355,16,4.0,949776089,Casino (1995),Crime|Drama
158868,16,1.0,835137518,Casino (1995),Crime|Drama
20252,17,5.0,826437751,Sense and Sensibility (1995),Drama|Romance
179791,17,5.0,1504882512,Sense and Sensibility (1995),Drama|Romance
175442,17,4.0,1222709990,Sense and Sensibility (1995),Drama|Romance
200794,17,5.0,834321788,Sense and Sensibility (1995),Drama|Romance
68230,17,4.0,1231293260,Sense and Sensibility (1995),Drama|Romance
16413,18,4.0,1267295501,Four Rooms (1995),Comedy
17424,18,5.0,1122288197,Four Rooms (1995),Comedy
70484,18,3.5,1581862263,Four Rooms (1995),Comedy
174670,18,5.0,862684757,Four Rooms (1995),Comedy
90559,18,4.0,1110925870,Four Rooms (1995),Comedy
139550,19,2.5,1439672460,Ace Ventura: When Nature Calls (1995),Comedy
43419,19,2.0,836695990,Ace Ventura: When Nature Calls (1995),Comedy
97111,19,1.0,844111722,Ace Ventura: When Nature Calls (1995),Comedy
138320,19,4.0,965118184,Ace Ventura: When Nature Calls (1995),Comedy
90716,19,1.0,1552703755,Ace Ventura: When Nature Calls (1995),Comedy
92090,20,2.0,1185304804,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
5292,20,2.0,1144167124,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
15405,20,1.0,1118212403,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
126051,20,1.0,866667854,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
2707,20,2.5,1112157989,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
46010,21,4.0,830542137,Get Shorty (1995),Comedy|Crime|Thriller
175589,21,4.0,1122119865,Get Shorty (1995),Comedy|Crime|Thriller
23025,21,5.0,829931152,Get Shorty (1995),Comedy|Crime|Thriller
23026,21,5.0,971265591,Get Shorty (1995),Comedy|Crime|Thriller
46822,21,4.0,1366251752,Get Shorty (1995),Comedy|Crime|Thriller
20252,22,4.0,826965796,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
20002,22,4.0,837933115,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
153919,22,3.5,1289229139,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
43419,22,4.0,836696564,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
149663,22,2.0,839437487,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
171915,23,4.0,836614384,Assassins (1995),Action|Crime|Thriller
72016,23,4.0,829758074,Assassins (1995),Action|Crime|Thriller
61099,23,2.5,1107574469,Assassins (1995),Action|Crime|Thriller
195279,23,4.0,836497145,Assassins (1995),Action|Crime|Thriller
180707,23,4.0,1357008673,Assassins (1995),Action|Crime|Thriller
48035,24,5.0,843648081,Powder (1995),Drama|Sci-Fi
57758,24,1.0,849029678,Powder (1995),Drama|Sci-Fi
177858,24,4.0,973193762,Powder (1995),Drama|Sci-Fi
18519,24,4.0,965948869,Powder (1995),Drama|Sci-Fi
94925,24,5.0,840456384,Powder (1995),Drama|Sci-Fi
149663,25,4.0,839437166,Leaving Las Vegas (1995),Drama|Romance
135385,25,4.0,945178464,Leaving Las Vegas (1995),Drama|Romance
162553,25,5.0,1522259442,Leaving Las Vegas (1995),Drama|Romance
150208,25,4.0,856613924,Leaving Las Vegas (1995),Drama|Romance
11423,25,4.5,1388243603,Leaving Las Vegas (1995),Drama|Romance
88024,26,3.5,1089489916,Othello (1995),Drama
197518,26,5.0,862817899,Othello (1995),Drama
3,26,4.0,1084486051,Othello (1995),Drama
199841,26,2.0,939232306,Othello (1995),Drama
33009,26,5.0,1111587793,Othello (1995),Drama
1411,27,3.5,1322939326,Now and Then (1995),Children|Drama
92131,27,5.0,861398240,Now and Then (1995),Children|Drama
163525,27,5.0,1631867338,Now and Then (1995),Children|Drama
108500,27,1.0,887298588,Now and Then (1995),Children|Drama
131817,27,4.0,1281238278,Now and Then (1995),Children|Drama
115067,28,4.0,951156361,Persuasion (1995),Drama|Romance
195587,28,4.0,845295674,Persuasion (1995),Drama|Romance
141468,28,4.0,955582273,Persuasion (1995),Drama|Romance
94652,28,4.0,839962433,Persuasion (1995),Drama|Romance
84794,28,5.0,838319694,Persuasion (1995),Drama|Romance
65186,29,4.0,959797024,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
107896,29,4.0,1039398353,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
58547,29,4.0,1013592797,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
22873,29,5.0,1351626271,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
193191,29,4.0,849901572,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
85107,30,4.0,973138857,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
20350,30,5.0,965347552,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
12802,30,3.5,1313844435,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
19835,30,4.0,945577858,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
108688,30,4.0,940934070,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
48511,31,4.0,914354796,Dangerous Minds (1995),Drama
90843,31,4.0,832467905,Dangerous Minds (1995),Drama
194350,31,2.5,1495675883,Dangerous Minds (1995),Drama
26223,31,1.0,1056907629,Dangerous Minds (1995),Drama
123422,31,4.0,835208114,Dangerous Minds (1995),Drama
43419,32,4.0,836696306,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
176574,32,4.0,1167747480,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
107410,32,5.0,850861286,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
20567,32,5.0,1093378282,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
57011,32,4.0,869385832,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
62689,33,2.5,1133211053,Wings of Courage (1995),Adventure|Romance|IMAX
2462,33,0.5,1108960123,Wings of Courage (1995),Adventure|Romance|IMAX
115495,33,2.0,943442277,Wings of Courage (1995),Adventure|Romance|IMAX
172,33,5.0,1051829924,Wings of Courage (1995),Adventure|Romance|IMAX
154782,33,2.0,1012740123,Wings of Courage (1995),Adventure|Romance|IMAX
54877,34,1.0,846241646,Babe (1995),Children|Drama
96282,34,5.0,838716075,Babe (1995),Children|Drama
194407,34,2.5,1453801866,Babe (1995),Children|Drama
200186,34,4.0,1078601138,Babe (1995),Children|Drama
108185,34,5.0,1045693166,Babe (1995),Children|Drama
155443,35,2.0,938805546,Carrington (1995),Drama|Romance
87047,35,5.0,837701988,Carrington (1995),Drama|Romance
142349,35,5.0,949626174,Carrington (1995),Drama|Romance
166107,35,4.0,1008549855,Carrington (1995),Drama|Romance
79900,35,4.0,841058857,Carrington (1995),Drama|Romance
186101,36,3.5,1339004036,Dead Man Walking (1995),Crime|Drama
52174,36,5.0,846797662,Dead Man Walking (1995),Crime|Drama
82109,36,4.5,1581727272,Dead Man Walking (1995),Crime|Drama
194061,36,5.0,953452427,Dead Man Walking (1995),Crime|Drama
158306,36,4.0,842378999,Dead Man Walking (1995),Crime|Drama
100299,37,2.0,942770169,Across the Sea of Time (1995),Documentary|IMAX
155179,37,2.0,1052625272,Across the Sea of Time (1995),Documentary|IMAX
157239,37,4.0,942914108,Across the Sea of Time (1995),Documentary|IMAX
111394,37,4.0,1109565539,Across the Sea of Time (1995),Documentary|IMAX
47715,37,1.0,942498035,Across the Sea of Time (1995),Documentary|IMAX
104828,38,5.0,827210650,It Takes Two (1995),Children|Comedy
82820,38,3.5,1595519857,It Takes Two (1995),Children|Comedy
21360,38,0.5,1134455474,It Takes Two (1995),Children|Comedy
30147,38,5.0,1679971694,It Takes Two (1995),Children|Comedy
114778,38,4.0,839091439,It Takes Two (1995),Children|Comedy
2,39,5.0,836423445,Clueless (1995),Comedy|Romance
115857,39,4.0,981587800,Clueless (1995),Comedy|Romance
158841,39,4.0,836755674,Clueless (1995),Comedy|Romance
96281,39,5.0,998007579,Clueless (1995),Comedy|Romance
30990,39,4.0,845629355,Clueless (1995),Comedy|Romance
110596,40,1.0,866410932,"Cry, the Beloved Country (1995)",Drama
122175,40,4.0,942768463,"Cry, the Beloved Country (1995)",Drama
107727,40,4.0,919876240,"Cry, the Beloved Country (1995)",Drama
28311,40,2.0,995773269,"Cry, the Beloved Country (1995)",Drama
86588,40,4.0,1042830560,"Cry, the Beloved Country (1995)",Drama
173717,41,4.0,864638119,Richard III (1995),Drama|War
100879,41,4.0,837615412,Richard III (1995),Drama|War
19764,41,4.0,1182998004,Richard III (1995),Drama|War
154067,41,4.5,1064197152,Richard III (1995),Drama|War
130454,41,5.0,1388097660,Richard III (1995),Drama|War
101833,42,2.0,1042576436,Dead Presidents (1995),Action|Crime|Drama
20278,42,4.0,837553367,Dead Presidents (1995),Action|Crime|Drama
122178,42,2.0,850145760,Dead Presidents (1995),Action|Crime|Drama
165356,42,4.0,1020290826,Dead Presidents (1995),Action|Crime|Drama
52819,42,2.0,836248004,Dead Presidents (1995),Action|Crime|Drama
135354,43,1.0,860062166,Restoration (1995),Drama
88901,43,4.0,851087597,Restoration (1995),Drama
36125,43,3.5,1124739383,Restoration (1995),Drama
134951,43,2.0,996687977,Restoration (1995),Drama
53878,43,1.0,857356636,Restoration (1995),Drama
133915,44,3.5,1494623335,Mortal Kombat (1995),Action|Adventure|Fantasy
149451,44,1.5,1094220921,Mortal Kombat (1995),Action|Adventure|Fantasy
158687,44,1.5,1192936682,Mortal Kombat (1995),Action|Adventure|Fantasy
34773,44,4.0,1378483674,Mortal Kombat (1995),Action|Adventure|Fantasy
177906,44,2.0,1264377004,Mortal Kombat (1995),Action|Adventure|Fantasy
89323,45,2.5,1184337366,To Die For (1995),Comedy|Drama|Thriller
123613,45,4.0,1158037627,To Die For (1995),Comedy|Drama|Thriller
119866,45,3.5,1493663291,To Die For (1995),Comedy|Drama|Thriller
40259,45,4.0,838734219,To Die For (1995),Comedy|Drama|Thriller
75708,45,4.0,975352139,To Die For (1995),Comedy|Drama|Thriller
88203,46,2.0,834287338,How to Make an American Quilt (1995),Drama|Romance
75053,46,4.0,951856316,How to Make an American Quilt (1995),Drama|Romance
140207,46,2.0,965184376,How to Make an American Quilt (1995),Drama|Romance
78401,46,5.0,849211877,How to Make an American Quilt (1995),Drama|Romance
116681,46,4.0,843261022,How to Make an American Quilt (1995),Drama|Romance
169683,47,4.0,1648606622,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
109101,47,5.0,1463325210,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
53878,47,4.0,847765501,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
71598,47,5.0,1516767066,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
74319,47,3.5,1608564348,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
174944,48,3.5,1454212388,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
118188,48,1.5,1306238965,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
145940,48,3.5,1078634998,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
10455,48,2.5,1195745327,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
23524,48,3.5,1056255092,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
142276,49,4.0,940277087,When Night Is Falling (1995),Drama|Romance
36165,49,4.0,1141541288,When Night Is Falling (1995),Drama|Romance
180995,49,4.0,974798490,When Night Is Falling (1995),Drama|Romance
184531,49,4.5,1196048351,When Night Is Falling (1995),Drama|Romance
173040,49,3.5,1474260829,When Night Is Falling (1995),Drama|Romance
89323,50,4.0,1184329142,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
178816,50,4.5,1117947872,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
79745,50,5.0,1047335743,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
49630,50,5.0,838124270,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
3355,50,4.0,942332773,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
160438,51,1.0,888092023,Guardian Angel (1994),Action|Drama|Thriller
171060,51,2.0,915361088,Guardian Angel (1994),Action|Drama|Thriller
96831,51,2.0,904150046,Guardian Angel (1994),Action|Drama|Thriller
121321,51,1.0,875532546,Guardian Angel (1994),Action|Drama|Thriller
55803,51,1.0,1012279607,Guardian Angel (1994),Action|Drama|Thriller
131898,52,4.0,994702957,Mighty Aphrodite (1995),Comedy|Drama|Romance
36887,52,4.0,879618520,Mighty Aphrodite (1995),Comedy|Drama|Romance
159117,52,3.5,1106685166,Mighty Aphrodite (1995),Comedy|Drama|Romance
184083,52,4.0,834103710,Mighty Aphrodite (1995),Comedy|Drama|Romance
67537,52,1.0,967869701,Mighty Aphrodite (1995),Comedy|Drama|Romance
57304,53,5.0,976131897,Lamerica (1994),Adventure|Drama
76921,53,5.0,886265667,Lamerica (1994),Adventure|Drama
191899,53,2.0,941475851,Lamerica (1994),Adventure|Drama
67569,53,4.5,1087462075,Lamerica (1994),Adventure|Drama
65244,53,4.0,834955786,Lamerica (1994),Adventure|Drama
78212,54,1.0,1031795167,"Big Green, The (1995)",Children|Comedy
75929,54,4.0,863884403,"Big Green, The (1995)",Children|Comedy
30053,54,5.0,941422572,"Big Green, The (1995)",Children|Comedy
84127,54,5.0,1211424073,"Big Green, The (1995)",Children|Comedy
98527,54,5.0,835465006,"Big Green, The (1995)",Children|Comedy
15040,55,5.0,839251170,Georgia (1995),Drama
87471,55,2.0,855007491,Georgia (1995),Drama
137218,55,2.0,852056288,Georgia (1995),Drama
143570,55,1.0,838720838,Georgia (1995),Drama
143733,55,4.0,853776138,Georgia (1995),Drama
165772,56,1.0,935414818,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy
84603,56,2.0,855002269,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy
92958,56,2.0,862991623,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy
11468,56,0.5,1284117537,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy
166428,56,4.0,989114796,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy
129569,57,5.0,835599277,Home for the Holidays (1995),Drama
184035,57,4.0,1076826790,Home for the Holidays (1995),Drama
85472,57,4.0,850319420,Home for the Holidays (1995),Drama
130576,57,5.0,1076961764,Home for the Holidays (1995),Drama
200607,57,4.0,1139629752,Home for the Holidays (1995),Drama
161682,58,4.5,1079534209,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
104944,58,4.0,834536453,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
151147,58,4.0,829061826,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
111283,58,4.0,950036010,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
182674,58,3.5,1106198727,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
84603,59,5.0,855001283,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery
179870,59,4.0,1039382572,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery
76093,59,4.0,846145671,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery
161171,59,5.0,834403144,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery
39165,59,4.0,942085140,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery
182632,60,4.0,974606146,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
193889,60,2.0,1246136825,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
71085,60,4.0,843330090,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
46657,60,2.5,1241656973,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
85807,60,2.0,1168863134,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
13165,61,4.0,859884073,Eye for an Eye (1996),Drama|Thriller
39498,61,4.0,900468086,Eye for an Eye (1996),Drama|Thriller
183118,61,2.0,832193163,Eye for an Eye (1996),Drama|Thriller
127314,61,4.0,851457329,Eye for an Eye (1996),Drama|Thriller
166782,61,5.0,851093142,Eye for an Eye (1996),Drama|Thriller
83154,62,4.0,845491773,Mr. Holland's Opus (1995),Drama
175132,62,4.0,864922616,Mr. Holland's Opus (1995),Drama
155702,62,5.0,952646951,Mr. Holland's Opus (1995),Drama
71235,62,4.0,859497839,Mr. Holland's Opus (1995),Drama
165829,62,4.0,1377600277,Mr. Holland's Opus (1995),Drama
188848,63,0.5,1363390109,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
178816,63,4.0,1143132599,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
171244,63,4.0,835781855,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
81462,63,2.0,1172105473,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
40356,63,3.5,1451915957,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime
149737,64,2.0,1062267227,Two if by Sea (1996),Comedy|Romance
42993,64,2.0,868654902,Two if by Sea (1996),Comedy|Romance
100984,64,2.5,1079216851,Two if by Sea (1996),Comedy|Romance
47911,64,4.0,845740891,Two if by Sea (1996),Comedy|Romance
193451,64,1.0,851343220,Two if by Sea (1996),Comedy|Romance
121465,65,2.0,862256746,Bio-Dome (1996),Comedy
132403,65,2.5,1201243286,Bio-Dome (1996),Comedy
177585,65,2.0,1316915342,Bio-Dome (1996),Comedy
43359,65,1.0,946431622,Bio-Dome (1996),Comedy
69167,65,1.0,857757236,Bio-Dome (1996),Comedy
170577,66,1.0,863354187,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
2493,66,1.0,1095014580,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
148313,66,1.0,849549704,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
98329,66,0.5,1298831220,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
151857,66,2.0,869577603,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
170940,67,5.0,850690722,Two Bits (1995),Drama
190398,67,4.0,838205627,Two Bits (1995),Drama
22565,67,2.0,960795763,Two Bits (1995),Drama
146917,67,1.0,1007826562,Two Bits (1995),Drama
183432,67,4.0,851572531,Two Bits (1995),Drama
3276,68,5.0,843159834,French Twist (Gazon maudit) (1995),Comedy|Romance
175600,68,4.0,1466676106,French Twist (Gazon maudit) (1995),Comedy|Romance
24581,68,4.0,1082336296,French Twist (Gazon maudit) (1995),Comedy|Romance
34551,68,1.0,844117560,French Twist (Gazon maudit) (1995),Comedy|Romance
17016,68,1.0,1028993767,French Twist (Gazon maudit) (1995),Comedy|Romance
197646,69,4.0,974771776,Friday (1995),Comedy
48597,69,4.5,1324299163,Friday (1995),Comedy
183379,69,4.0,1094516976,Friday (1995),Comedy
142116,69,4.0,1022049062,Friday (1995),Comedy
51500,69,4.0,975466037,Friday (1995),Comedy
170067,70,3.5,1124593771,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
4144,70,4.0,955837131,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
135336,70,4.0,1636862505,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
94620,70,4.0,992972927,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
195623,70,4.5,1114340254,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
152399,71,4.0,1442064376,Fair Game (1995),Action
170067,71,1.5,1125871803,Fair Game (1995),Action
178590,71,1.0,836327810,Fair Game (1995),Action
27387,71,4.0,831866501,Fair Game (1995),Action
59405,71,1.0,961895181,Fair Game (1995),Action
57573,72,4.0,939858089,Kicking and Screaming (1995),Comedy|Drama
94283,72,4.0,947056064,Kicking and Screaming (1995),Comedy|Drama
63437,72,2.0,952355503,Kicking and Screaming (1995),Comedy|Drama
199835,72,2.5,1647802702,Kicking and Screaming (1995),Comedy|Drama
97973,72,2.5,1065328999,Kicking and Screaming (1995),Comedy|Drama
192919,73,5.0,839845747,"Misérables, Les (1995)",Drama|War
180864,73,4.0,1308521630,"Misérables, Les (1995)",Drama|War
177553,73,3.5,1257660688,"Misérables, Les (1995)",Drama|War
84172,73,4.0,834530653,"Misérables, Les (1995)",Drama|War
23809,73,4.0,839023049,"Misérables, Les (1995)",Drama|War
12119,74,4.0,861528322,Bed of Roses (1996),Drama|Romance
33926,74,5.0,844885045,Bed of Roses (1996),Drama|Romance
103775,74,4.0,836805837,Bed of Roses (1996),Drama|Romance
23368,74,5.0,858876610,Bed of Roses (1996),Drama|Romance
78400,74,2.0,840043306,Bed of Roses (1996),Drama|Romance
49590,75,2.0,1168385564,Big Bully (1996),Comedy|Drama
11335,75,0.5,1350415506,Big Bully (1996),Comedy|Drama
105528,75,4.0,844995646,Big Bully (1996),Comedy|Drama
167297,75,2.0,862473611,Big Bully (1996),Comedy|Drama
55190,75,2.0,945028768,Big Bully (1996),Comedy|Drama
174646,76,4.0,1454560938,Screamers (1995),Action|Sci-Fi|Thriller
135509,76,5.0,1438824546,Screamers (1995),Action|Sci-Fi|Thriller
80311,76,2.0,859796893,Screamers (1995),Action|Sci-Fi|Thriller
115616,76,1.0,1030475081,Screamers (1995),Action|Sci-Fi|Thriller
81263,76,4.0,948476117,Screamers (1995),Action|Sci-Fi|Thriller
147966,77,5.0,943730910,Nico Icon (1995),Documentary
73577,77,5.0,961473370,Nico Icon (1995),Documentary
161681,77,4.0,941212080,Nico Icon (1995),Documentary
77737,77,2.0,959041275,Nico Icon (1995),Documentary
11724,77,3.5,1562041625,Nico Icon (1995),Documentary
194853,78,3.5,1112501036,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
108134,78,4.0,891394256,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
112086,78,3.5,1568915014,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
